sample-data.csv   1 channel (mono)
One column per channel.
Sample Rate: 22050 Hz. Sample values on dB scale.
Length processed: 47965 samples 2.17610586 seconds.


-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.7098765432
-56.7098765432
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.7098765432
-56.7098765432
-56.7098765432
-56.7098765432
-56.7098765432
-56.7098765432
-56.7098765432
-56.9475308642
-57.1851851852
-57.8981481481
-58.1358024691
-58.1358024691
-56.7098765432
-57.4228395062
-58.3734567901
-58.6111111111
-58.6111111111
-58.6111111111
-59.0864197531
-59.0864197531
-59.3240740741
-56.7098765432
-56.7098765432
-56.7098765432
-59.3240740741
-56.7098765432
-56.4722222222
-56.4722222222
-56.4722222222
-56.2345679012
-55.7592592593
-55.5216049383
-54.8086419753
-54.3333333333
-52.9074074074
-52.4320987654
-52.1944444444
-52.1944444444
-51.9567901235
-51.9567901235
-51.7191358025
-51.2438271605
-51.0061728395
-51.0061728395
-51.0061728395
-50.7685185185
-50.5308641975
-50.0555555556
-50.0555555556
-49.8179012346
-49.5802469136
-49.5802469136
-49.3425925926
-49.1049382716
-48.3919753086
-48.1543209877
-48.1543209877
-47.6790123457
-47.6790123457
-47.6790123457
-47.2037037037
-47.2037037037
-47.2037037037
-46.9660493827
-46.9660493827
-47.2037037037
-56.4722222222
-52.4320987654
-52.1944444444
-56.4722222222
-52.1944444444
-53.3827160494
-53.3827160494
-52.6697530864
-52.4320987654
-52.6697530864
-56.2345679012
-56.4722222222
-56.4722222222
-56.4722222222
-57.1851851852
-57.4228395062
-57.4228395062
-57.4228395062
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-52.9074074074
-55.2839506173
-52.1944444444
-54.3333333333
-55.2839506173
-55.5216049383
-52.9074074074
-52.1944444444
-53.1450617284
-53.1450617284
-55.5216049383
-55.7592592593
-53.1450617284
-55.7592592593
-55.9969135802
-55.9969135802
-56.2345679012
-53.1450617284
-53.1450617284
-55.9969135802
-55.9969135802
-56.2345679012
-55.9969135802
-56.2345679012
-55.9969135802
-52.6697530864
-52.1944444444
-54.8086419753
-55.0462962963
-55.0462962963
-55.2839506173
-55.5216049383
-52.6697530864
-55.2839506173
-55.0462962963
-55.9969135802
-55.9969135802
-56.2345679012
-56.2345679012
-53.6203703704
-55.9969135802
-56.2345679012
-55.7592592593
-54.5709876543
-54.3333333333
-55.7592592593
-55.9969135802
-56.2345679012
-56.4722222222
-56.4722222222
-56.7098765432
-56.7098765432
-54.3333333333
-53.6203703704
-53.6203703704
-53.6203703704
-54.0956790123
-55.2839506173
-55.9969135802
-56.2345679012
-53.8580246914
-54.0956790123
-55.0462962963
-55.0462962963
-55.2839506173
-53.8580246914
-54.3333333333
-53.6203703704
-52.6697530864
-51.9567901235
-51.9567901235
-54.3333333333
-54.3333333333
-52.1944444444
-54.3333333333
-52.1944444444
-52.1944444444
-51.7191358025
-51.7191358025
-51.0061728395
-51.2438271605
-53.6203703704
-51.0061728395
-53.1450617284
-53.8580246914
-51.2438271605
-51.0061728395
-51.0061728395
-51.2438271605
-51.0061728395
-51.0061728395
-51.2438271605
-51.0061728395
-50.7685185185
-49.8179012346
-51.2438271605
-50.5308641975
-52.9074074074
-52.9074074074
-53.1450617284
-50.5308641975
-52.6697530864
-53.1450617284
-50.7685185185
-51.7191358025
-51.2438271605
-52.9074074074
-52.9074074074
-51.2438271605
-52.9074074074
-53.1450617284
-53.8580246914
-53.8580246914
-54.0956790123
-54.0956790123
-54.0956790123
-54.3333333333
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-54.8086419753
-54.8086419753
-54.8086419753
-55.0462962963
-55.2839506173
-55.5216049383
-55.5216049383
-55.5216049383
-55.5216049383
-55.5216049383
-55.5216049383
-55.5216049383
-55.5216049383
-55.2839506173
-55.2839506173
-55.2839506173
-55.2839506173
-55.2839506173
-55.7592592593
-55.7592592593
-55.7592592593
-55.9969135802
-55.9969135802
-55.9969135802
-55.9969135802
-55.9969135802
-55.9969135802
-55.9969135802
-55.9969135802
-55.9969135802
-55.9969135802
-54.5709876543
-54.5709876543
-55.7592592593
-55.7592592593
-55.9969135802
-55.7592592593
-54.8086419753
-54.5709876543
-54.5709876543
-55.2839506173
-55.5216049383
-55.7592592593
-55.9969135802
-55.0462962963
-55.7592592593
-55.9969135802
-56.2345679012
-56.2345679012
-56.2345679012
-56.2345679012
-56.4722222222
-56.7098765432
-56.7098765432
-56.7098765432
-56.7098765432
-56.7098765432
-56.7098765432
-56.7098765432
-56.7098765432
-56.7098765432
-56.7098765432
-56.7098765432
-57.1851851852
-57.1851851852
-57.1851851852
-57.1851851852
-55.2839506173
-55.0462962963
-56.7098765432
-56.9475308642
-56.9475308642
-57.4228395062
-57.6604938272
-54.8086419753
-54.5709876543
-54.5709876543
-54.5709876543
-54.5709876543
-55.9969135802
-56.2345679012
-55.9969135802
-56.2345679012
-56.4722222222
-56.9475308642
-57.4228395062
-57.4228395062
-57.6604938272
-57.6604938272
-58.3734567901
-58.1358024691
-57.4228395062
-57.4228395062
-57.1851851852
-56.2345679012
-56.2345679012
-56.2345679012
-57.4228395062
-56.7098765432
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-56.4722222222
-57.1851851852
-57.6604938272
-57.6604938272
-58.3734567901
-58.8487654321
-59.0864197531
-59.5617283951
-59.5617283951
-59.5617283951
-59.799382716
-59.799382716
-59.799382716
-60.037037037
-60.274691358
-60.512345679
-60.75
-60.75
-60.75
-60.75
-60.987654321
-60.987654321
-60.987654321
-60.987654321
-60.987654321
-61.225308642
-61.225308642
-56.9475308642
-60.75
-56.9475308642
-60.75
-60.037037037
-56.9475308642
-56.7098765432
-60.274691358
-60.037037037
-56.7098765432
-57.6604938272
-57.6604938272
-57.6604938272
-58.8487654321
-59.0864197531
-59.799382716
-60.274691358
-60.512345679
-60.987654321
-61.225308642
-60.75
-60.987654321
-61.225308642
-60.274691358
-60.75
-60.75
-60.75
-57.6604938272
-57.6604938272
-57.6604938272
-57.4228395062
-59.5617283951
-60.75
-60.987654321
-60.987654321
-61.225308642
-61.225308642
-57.4228395062
-60.512345679
-59.5617283951
-59.5617283951
-58.6111111111
-58.1358024691
-58.1358024691
-58.1358024691
-60.037037037
-60.274691358
-60.512345679
-58.1358024691
-57.8981481481
-59.3240740741
-59.5617283951
-58.1358024691
-59.799382716
-59.5617283951
-58.8487654321
-60.274691358
-60.274691358
-60.512345679
-60.75
-60.75
-60.987654321
-60.987654321
-61.225308642
-61.225308642
-58.8487654321
-58.6111111111
-59.0864197531
-57.8981481481
-58.8487654321
-59.799382716
-58.1358024691
-58.1358024691
-58.1358024691
-57.8981481481
-57.6604938272
-56.9475308642
-56.7098765432
-56.7098765432
-56.7098765432
-60.274691358
