sample-data.csv   1 channel (mono)
One column per channel.
Sample Rate: 22050 Hz. Sample values on dB scale.
Length processed: 46552 samples 2.11120 seconds.


-80.76657
-73.40704
-84.28840
-71.22415
-69.48114
-72.24720
-84.28840
-76.32960
-70.30900
-69.48114
-72.24720
-80.76657
-84.28840
-76.32960
-69.48114
-63.46055
-72.24720
-71.22415
-73.40704
-64.73393
-73.40704
-74.74597
-90.30900
-73.40704
-70.30900
-71.22415
-76.32960
-66.22660
-64.28840
-65.70002
-72.24720
-80.76657
-76.32960
-69.48114
-68.03013
-70.30900
-68.72537
-76.32960
-64.73393
-62.35020
-74.74597
-64.73393
-62.70477
-78.26780
-90.30900
-84.28840
-80.76657
-84.28840
[-inf]
-57.05384
-55.66112
-55.19150
-55.66112
-60.48176
-57.05384
-55.04044
-60.48176
-62.00953
-61.68172
-59.93872
-62.00953
-71.22415
-70.30900
-72.24720
-63.86461
-72.24720
-73.40704
-65.20355
-63.46055
-84.28840
-66.22660
-74.74597
-62.70477
-54.18540
-45.54808
-43.98959
-46.17248
-49.01984
-34.48923
-27.95694
-25.46314
-24.18908
-26.70648
-44.37569
-29.72944
-24.08664
-22.43749
-23.06312
-26.15093
-38.59978
-31.48871
-24.63393
-22.59330
-22.72289
-25.55812
-34.84790
-33.94448
-25.52301
-22.70116
-22.31899
-24.69743
-30.55567
-42.70477
-26.73521
-22.97307
-22.19524
-23.77819
-28.45459
-61.68172
-28.41958
-23.62395
-22.30861
-23.12747
-27.02194
-41.68172
-31.13772
-24.39326
-22.33631
-22.69392
-25.54306
-33.86564
-36.94128
-27.42998
-23.76182
-23.74141
-24.50385
-27.08164
-32.19308
-42.88764
-38.96847
-38.26780
-55.98893
-34.95105
-27.99679
-24.75223
-23.84396
-26.11334
-32.45598
-35.51755
-23.77409
-19.34121
-17.38289
-16.86335
-18.58175
-22.18160
-33.71006
-28.19880
-21.42186
-18.10645
-17.56521
-18.14490
-20.92434
-27.19621
-55.34524
-28.64612
-24.71110
-24.24076
-25.72048
-29.62445
-35.77445
-57.84401
-49.64052
-47.76690
-31.34074
-26.17248
-23.61590
-22.52922
-23.66427
-28.50384
-54.32219
-25.57322
-20.21415
-17.74531
-17.27569
-18.12779
-21.40003
-29.08749
-32.63577
-22.55764
-18.58626
-17.39859
-17.50931
-19.74867
-25.04575
-34.89196
-32.71561
-26.95675
-26.41316
-27.22052
-30.95804
-37.88547
-44.28840
-35.20675
-34.95105
-41.12115
-37.78219
-27.99679
-22.14759
-20.50983
-20.62585
-24.87681
-50.39629
-25.33972
-18.63822
-15.90581
-15.12320
-16.16100
-19.30443
-29.48904
-26.58683
-19.24105
-16.14058
-15.39970
-16.22084
-19.64882
-26.32487
-33.80048
-22.49736
-20.32351
-20.15728
-22.58973
-28.03682
-52.35646
-30.98616
-28.35691
-30.54674
-53.28383
-29.37910
-23.17701
-20.43984
-20.49579
-23.21915
-32.10719
-28.56047
-20.12495
-16.63365
-15.63863
-15.77445
-17.92713
-24.52614
-37.72081
-21.54765
-17.44389
-15.40126
-15.04943
-16.39937
-18.19428
-23.37412
-43.03676
-28.54628
-25.72048
-25.02682
-26.28106
-29.86868
-37.78219
-38.80524
-32.22551
-25.21320
-21.07003
-18.60655
-17.22547
-17.91878
-20.89197
-29.84395
-29.77017
-19.30688
-15.30500
-13.24964
-13.50688
-14.57965
-17.68215
-26.55295
-29.95164
-19.62594
-16.22084
-15.20981
-15.24193
-17.22739
-20.49579
-27.09963
-48.51090
-32.20388
-29.83572
-31.34074
-38.22448
-43.38194
-39.55262
-33.93129
-26.28106
-22.58616
-19.13723
-17.86887
-17.68215
-19.57278
-25.70002
-36.03919
-22.07660
-16.66790
-14.25079
-13.46056
-14.28779
-16.17635
-22.10020
-42.41997
-24.49940
-19.22164
-16.83384
-16.03583
-17.52126
-19.20227
-24.02744
-32.03272
-44.28840
-33.67160
-31.62914
-33.40704
-40.94205
-40.88316
-34.50330
-27.08763
-22.06315
-19.48990
-17.30674
-16.89481
-18.23529
-21.67851
-36.36441
-25.77700
-19.16608
-15.43253
-14.38862
-14.18404
-15.91409
-18.88881
-27.41129
-31.85449
-22.18842
-18.74080
-16.95434
-17.46565
-18.83996
-22.33978
-27.13572
-35.67722
-55.04044
-51.92744
-52.80777
-58.26780
-74.74597
-36.10665
-27.76690
-23.24992
-20.10614
-17.86679
-17.75349
-18.10858
-21.35654
-27.77988
-36.46970
-22.14420
-17.69434
-15.26496
-15.13833
-15.71275
-18.16633
-23.25377
-44.46388
-27.57459
-21.98285
-19.81070
-19.26050
-19.71013
-21.31943
-24.24076
-28.59605
-31.55864
-36.88554
-38.82837
-39.50241
-44.68833
-45.15543
-30.14552
-23.96027
-20.56906
-18.73621
-17.28732
-18.51671
-20.36488
-25.89638
-59.93872
-25.42346
-19.36828
-16.74045
-15.88268
-16.72771
-18.75457
-23.44477
-34.55979
-29.81108
-23.54784
-21.19383
-20.63725
-21.22125
-22.26721
-25.01736
-26.66641
-28.32229
-29.64857
-30.39629
-32.78464
-42.17820
-41.03114
-28.11068
-22.56120
-19.56521
-18.03005
-18.02371
-18.94262
-21.96289
-28.34305
-37.26407
-23.99799
-19.09652
-17.28344
-16.79343
-17.59128
-19.84969
-25.25679
-35.85632
-32.11788
-25.59338
-23.89361
-22.29824
-22.32245
-23.05558
-23.68450
-24.32321
-25.10280
-26.10798
-27.34929
-31.67984
-44.91874
-32.64713
-25.65924
-21.35654
-18.86319
-18.12352
-18.48103
-20.09274
-24.30579
-34.33599
-31.77186
-23.17701
-20.02868
-18.79139
-18.58175
-20.41478
-22.63628
-26.50236
-32.36746
-44.41967
-30.16258
-27.51771
-26.31390
-24.82584
-23.96027
-23.33122
-23.40152
-23.53589
-24.02323
-26.13480
-32.21469
-54.74597
-29.22440
-23.85221
-20.55210
-18.92620
-18.93558
-19.36335
-22.59687
-28.57469
-63.86461
-29.17852
-24.38887
-21.77552
-20.46217
-21.30094
-22.04636
-23.86461
-28.87136
-32.94787
-54.60240
-35.11564
-30.89277
-28.24661
-25.52802
-23.95191
-22.46562
-22.56476
-22.42347
-23.57580
-27.76690
-35.40750
-39.11087
-27.14175
-22.15438
-20.15188
-19.36828
-20.60025
-22.25002
-27.30616
-37.63963
-34.43319
-27.75395
-24.76599
-22.69754
-22.73378
-23.23837
-24.37131
-26.17788
-27.33695
-31.05215
-35.90581
-46.90376
-42.35020
-32.23635
-26.74097
-24.11640
-22.09683
-21.03412
-21.19992
-21.97619
-25.83908
-33.82648
-36.43446
-26.50797
-22.00953
-19.71783
-19.29709
-20.09810
-22.27754
-26.10263
-34.48923
-39.73066
-29.65662
-26.81617
-25.62372
-25.43832
-25.69491
-26.61517
-27.30001
-26.72371
-26.95675
-28.19199
-30.54674
-36.46970
-48.16480
-31.29197
-25.12668
-21.71072
-19.84969
-19.58541
-20.31251
-23.16937
-27.64461
-64.73393
-28.70369
-22.73741
-20.62870
-19.80033
-20.93910
-22.40247
-27.11164
-36.17464
-41.24263
-33.72292
-30.53782
-29.83572
-29.86868
-29.64857
-29.64857
-29.24743
-28.05690
-26.16170
-25.78732
-25.12668
-26.99818
-32.43376
-48.16480
-29.83572
-23.05558
-20.45658
-19.69988
-19.54758
-21.06703
-24.61587
-40.12495
-30.28298
-24.07816
-21.29786
-20.78106
-21.29478
-23.79869
-27.60635
-38.80524
-40.88316
-32.31259
-30.77283
-33.00692
-36.32960
-43.94773
-46.72946
-40.82467
-34.40531
-28.49678
-25.77700
-23.15411
-23.37021
-25.17945
-30.67263
-45.85467
-26.07591
-20.93910
-19.26781
-18.82143
-20.32626
-24.26671
-33.11423
-33.29607
-24.51722
-21.07303
-20.29330
-20.84802
-23.63602
-28.39167
-57.43995
-33.60788
-30.24841
-29.81108
-33.29607
-42.88764
-41.27327
-34.09091
-36.36441
-49.72132
-34.78951
-27.34312
-23.44871
-22.44100
-23.09334
-26.37995
-40.01804
-29.93499
-22.22259
-19.22891
-18.80293
-19.31422
-21.64961
-28.39864
-41.64961
-28.05690
-24.46388
-21.93634
-21.63680
-23.44083
-25.80281
-32.21469
-51.41935
-33.67160
-30.66357
-31.66968
-37.43995
-47.70232
-44.64297
-43.22683
-51.92744
-35.34524
-28.30848
-25.46314
-23.78638
-25.02682
-28.67485
-34.64522
-41.06104
-26.45208
-21.79831
-19.49991
-19.01331
-19.69220
-22.62910
-29.29367
-36.81178
-25.48305
-20.91550
-20.34555
-21.03114
-23.13508
-26.96265
-35.56515
-45.70002
-40.28781
-39.91244
-66.78717
-40.12495
-36.66610
-41.49082
-40.39811
-29.60040
-24.70198
-22.55053
-20.56906
-20.18160
-21.42186
-27.69589
-53.53202
-27.68304
-21.47510
-18.80524
-17.48547
-18.23962
-21.29478
-28.27406
-39.11087
-26.96856
-22.93954
-21.35654
-21.75928
-24.25805
-29.88521
-46.90376
-38.18137
-35.32974
-38.11711
-58.71333
-37.28344
-31.80276
-29.07241
-30.29164
-42.07660
-33.16235
-25.37903
-21.89998
